DeelGemeenteNaam,GemeenteAdres,GemeenteEmail,GemeenteFax,GemeenteKalender,GemeenteNaam,GemeentePostcode,GemeenteTel,GemeenteWebsite,ICAdres,ICEmail,ICFax,ICGemeenteNaam,ICKalender,ICPostcode,ICTel,ICWebsite,ICnaam
RUISBROEK,"Pastorijstraat, 21",,02 377 72 26,,SINT-PIETERS-LEEUW,1600,02 371 22 11,http://www.sint-pieters-leeuw.be,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
VLEZENBEEK,"Pastorijstraat, 21",,02 377 72 26,,SINT-PIETERS-LEEUW,1600,02 371 22 11,http://www.sint-pieters-leeuw.be,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
DROGENBOS,"Grote Baan, 222",drogenbos@skynet.be,02 331 35 21,,DROGENBOS,1620,02 333 85 10,http://www.drogenbos.be/,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
LINKEBEEK,"Gemeenteplein, 2",lily.clerens@publilink.be,02 359 93 30,,LINKEBEEK,1630,02 380 62 15,http://www.linkebeek.be/,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
SINT-GENESIUS-RODE,"Dorpsstraat, 46",,02 380 56 15,,SINT-GENESIUS-RODE,1640,02 380 20 40,http://,Dorpsstraat 46,info@sint-genesius-rode.be,,Sint-Genesiuis-Rode,,B-1640,02 609 86 00,http://www.sint-genesius-rode.be,St-Genesius-Rode
BEERSEL,"Alsembergsteenweg, 1046",info@gem.beersel.be,02 382 08 09,http://www.beersel.be/Afvalkalender/default.aspx,BEERSEL,1650,02 382 08 11,http://www.beersel.be,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
LOT,"Alsembergsteenweg, 1046",info@gem.beersel.be,02 382 08 09,http://www.beersel.be/Afvalkalender/default.aspx,BEERSEL,1650,02 382 08 11,http://www.beersel.be,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
ALSEMBERG,"Alsembergsteenweg, 1046",info@gem.beersel.be,02 382 08 09,http://www.beersel.be/Afvalkalender/default.aspx,BEERSEL,1650,02 382 08 11,http://www.beersel.be,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
DWORP,"Alsembergsteenweg, 1046",info@gem.beersel.be,02 382 08 09,http://www.beersel.be/Afvalkalender/default.aspx,BEERSEL,1650,02 382 08 11,http://www.beersel.be,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
HUIZINGEN,"Alsembergsteenweg, 1046",info@gem.beersel.be,02 382 08 09,http://www.beersel.be/Afvalkalender/default.aspx,BEERSEL,1650,02 382 08 11,http://www.beersel.be,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
PEPINGEN,"Ninoofsesteenweg, 116",,02 356 11 50,,PEPINGEN,1670,02 356 58 84,http://,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
ELINGEN,"Ninoofsesteenweg, 116",,02 356 11 50,,PEPINGEN,1670,02 356 58 84,http://,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
BEERT,"Ninoofsesteenweg, 116",,02 356 11 50,,PEPINGEN,1670,02 356 58 84,http://,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
BELLINGEN,"Ninoofsesteenweg, 116",,02 356 11 50,,PEPINGEN,1670,02 356 58 84,http://,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
DILBEEK,"Gemeenteplein, 1",dilbeek@dilbeek.be,02 463 04 03,,DILBEEK,1700,02 467 21 11,http://www.dilbeek.be,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
ITTERBEEK,"Gemeenteplein, 1",dilbeek@dilbeek.be,02 463 04 03,,DILBEEK,1700,02 467 21 11,http://www.dilbeek.be,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
GROOT-BIJGAARDEN,"Gemeenteplein, 1",dilbeek@dilbeek.be,02 463 04 03,,DILBEEK,1700,02 467 21 11,http://www.dilbeek.be,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
SCHEPDAAL,"Gemeenteplein, 1",dilbeek@dilbeek.be,02 463 04 03,,DILBEEK,1700,02 467 21 11,http://www.dilbeek.be,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
ASSE,"Gemeenteplein, 1",info@asse.be,02 452 24 10,,ASSE,1730,02 454 19 25,http://www.asse.be,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
ZELLIK,"Gemeenteplein, 1",info@asse.be,02 452 24 10,,ASSE,1730,02 454 19 25,http://www.asse.be,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
TERNAT,"Gemeentehuisstraat, 21",info@ternat.be,02 582 77 85,,TERNAT,1740,02 582 68 80,http://www.ternat.be,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
WAMBEEK,"Gemeentehuisstraat, 21",info@ternat.be,02 582 77 85,,TERNAT,1740,02 582 68 80,http://www.ternat.be,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
SINT-KATHERINA-LOMBEEK,"Gemeentehuisstraat, 21",info@ternat.be,02 582 77 85,,TERNAT,1740,02 582 68 80,http://www.ternat.be,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
OPWIJK,"Marktstraat, 55",info@opwijk.vera.be,052 35 14 37,,OPWIJK,1745,052 36 51 11,http://,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
LENNIK,"Alfred Algoetstraat, 31",johan.roose@lennik.vera.be,02 532 21 75,,LENNIK,1750,02 532 41 15,http://,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
GOOIK,"Koekoekstraat, 2",,02 532 11 87,,GOOIK,1755,02 532 41 56,http://www.gooik.be/,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
ROOSDAAL,"Brusselstraat, 15",info@roosdaal.vera.be,054 32 90 20,,ROOSDAAL,1760,054 31 78 00,http://www.roosdaal.be,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
BORCHTLOMBEEK,"Brusselstraat, 15",info@roosdaal.vera.be,054 32 90 20,,ROOSDAAL,1760,054 31 78 00,http://www.roosdaal.be,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
LIEDEKERKE,"Opperstraat, 31",gemeentebestuur@liedekerke.be,053 64 55 09,,LIEDEKERKE,1770,053 64 55 11,http://,Industrielaan 18,info@ilva.be,053 83 44 22,EREMBODEGEM (AALST),http://www.ilva.be/afvalinzameling/kalender/index.phtml,B-9320,053 83 88 48,http://www.ilva.be,ILVA
WEMMEL,"Dr. H. Folletlaan, 28",info@wemmel.be,02 462 05 49,http://www.wemmel.be/Afvalkalender/2489/default.aspx?_vs=0_N&id=569,WEMMEL,1780,02 462 05 00,http://www.wemmel.be/,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
MERCHTEM,"Nieuwstraat, 1",info@merchtem.be,052 37 41 55,,MERCHTEM,1785,052 38 11 70,http://www.merchtem.be,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
AFFLIGEM,"Bellestraat, 99",gemeente.affligem@pi.be,053 68 04 80,,AFFLIGEM,1790,053 64 72 22,http://www.affligem.be,Industrielaan 18,info@ilva.be,053 83 44 22,EREMBODEGEM (AALST),http://www.ilva.be/afvalinzameling/kalender/index.phtml,B-9320,053 83 88 48,http://www.ilva.be,ILVA
VILVOORDE,"Grote Markt, ",,02 255 45 39,,VILVOORDE,1800,02 255 45 11,http://www.vilvoorde.be,Cyriel Buyssestraat 5,info@incovo.be,02 251 74 05,VILVOORDE,http://www.incovo.be/,B-1800,02 255 94 70,http://www.incovo.be,INCOVO
STEENOKKERZEEL,"E. Fuérisonplaats, 18",,02 758 01 89,,STEENOKKERZEEL,1820,02 758 01 70,http://www.steenokkerzeel.be,Hoogstraat 185,info@interza.be,02 725 37 78,ZAVENTEM,http://www.interza.be/NL/Begin.php,B-1930,02 721 07 31,http://www.interza.be,INTERZA
MACHELEN,"Woluwestraat, 1",,02 252 57 40,,MACHELEN,1830,02 254 12 11,http://www.machelen.be,Cyriel Buyssestraat 5,info@incovo.be,02 251 74 05,VILVOORDE,http://www.incovo.be/,B-1800,02 255 94 70,http://www.incovo.be,INCOVO
DIEGEM,"Woluwestraat, 1",,02 252 57 40,,MACHELEN,1830,02 254 12 11,http://www.machelen.be,Cyriel Buyssestraat 5,info@incovo.be,02 251 74 05,VILVOORDE,http://www.incovo.be/,B-1800,02 255 94 70,http://www.incovo.be,INCOVO
LONDERZEEL,"Markt, 1",infodienst@londerzeel.be,052 30 33 44,,LONDERZEEL,1840,052 30 36 16,http://www.londerzeel.be,Cyriel Buyssestraat 5,info@incovo.be,02 251 74 05,VILVOORDE,http://www.incovo.be/,B-1800,02 255 94 70,http://www.incovo.be,INCOVO
GRIMBERGEN,"Prinsenstraat, 3",gemeentebestuur@grimbergen.be,02 270 12 66,,GRIMBERGEN,1850,02 260 12 29,http://www.grimbergen.be,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
HUMBEEK,"Prinsenstraat, 3",gemeentebestuur@grimbergen.be,02 270 12 66,,GRIMBERGEN,1850,02 260 12 29,http://www.grimbergen.be,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
BEIGEM,"Prinsenstraat, 3",gemeentebestuur@grimbergen.be,02 270 12 66,,GRIMBERGEN,1850,02 260 12 29,http://www.grimbergen.be,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
STROMBEEK-BEVER,"Prinsenstraat, 3",gemeentebestuur@grimbergen.be,02 270 12 66,,GRIMBERGEN,1850,02 260 12 29,http://www.grimbergen.be,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
MEISE,"Gemeenteplein, ",,02 270 02 61,,MEISE,1860,02 272 00 50,http://www.meise.be,Cyriel Buyssestraat 5,info@incovo.be,02 251 74 05,VILVOORDE,http://www.incovo.be/,B-1800,02 255 94 70,http://www.incovo.be,INCOVO
WOLVERTEM,"Gemeenteplein, ",,02 270 02 61,,MEISE,1860,02 272 00 50,http://www.meise.be,Cyriel Buyssestraat 5,info@incovo.be,02 251 74 05,VILVOORDE,http://www.incovo.be/,B-1800,02 255 94 70,http://www.incovo.be,INCOVO
KAPELLE-OP-DEN-BOS,"Marktplein, 29",info@kapelle-op-den-bos.vera.be,015 71 37 25,,KAPELLE-OP-DEN-BOS,1880,015 71 32 71,http://www.kapelle-op-den-bos.be,Dorent 5,info@intradura.be,02 344 17 41,DROGENBOS,,B-1620,02 334 17 40,http://www.intradura.be,INTRADURA
KAMPENHOUT,"Gemeentehuisstraat, 16",,016 65 69 58,,KAMPENHOUT,1910,016 65 99 21,http://www.kampenhout.be,Hoogstraat 185,info@interza.be,02 725 37 78,ZAVENTEM,http://www.interza.be/NL/Begin.php,B-1930,02 721 07 31,http://www.interza.be,INTERZA
ZAVENTEM,"Diegemstraat, 37",secretariaat@zaventem.be,02 725 72 77,,ZAVENTEM,1930,02 717 89 00,http://www.zaventem.be,Hoogstraat 185,info@interza.be,02 725 37 78,ZAVENTEM,http://www.interza.be/NL/Begin.php,B-1930,02 721 07 31,http://www.interza.be,INTERZA
SINT-STEVENS-WOLUWE,"Diegemstraat, 37",secretariaat@zaventem.be,02 725 72 77,,ZAVENTEM,1930,02 717 89 00,http://www.zaventem.be,Hoogstraat 185,info@interza.be,02 725 37 78,ZAVENTEM,http://www.interza.be/NL/Begin.php,B-1930,02 721 07 31,http://www.interza.be,INTERZA
STERREBEEK,"Diegemstraat, 37",secretariaat@zaventem.be,02 725 72 77,,ZAVENTEM,1930,02 717 89 00,http://www.zaventem.be,Hoogstraat 185,info@interza.be,02 725 37 78,ZAVENTEM,http://www.interza.be/NL/Begin.php,B-1930,02 721 07 31,http://www.interza.be,INTERZA
KRAAINEM,"Arthur Dezangrélaan, 17",info@kraainem.be,02 719 20 44,,KRAAINEM,1950,02 719 20 40,http://www.kraainem.be,Hoogstraat 185,info@interza.be,02 725 37 78,ZAVENTEM,http://www.interza.be/NL/Begin.php,B-1930,02 721 07 31,http://www.interza.be,INTERZA
WEZEMBEEK-OPPEM,"L. Marcelisstraat, 134",,02 731 06 72,,WEZEMBEEK-OPPEM,1970,02 783 12 11,http://,Hoogstraat 185,info@interza.be,02 725 37 78,ZAVENTEM,http://www.interza.be/NL/Begin.php,B-1930,02 721 07 31,http://www.interza.be,INTERZA
ZEMST,"De Griet, 1",gemeente@zemst.be,015 62 71 77,,ZEMST,1980,015 62 71 71,http://www.zemst.be,Cyriel Buyssestraat 5,info@incovo.be,02 251 74 05,VILVOORDE,http://www.incovo.be/,B-1800,02 255 94 70,http://www.incovo.be,INCOVO
HOFSTADE,"De Griet, 1",gemeente@zemst.be,015 62 71 77,,ZEMST,1980,015 62 71 71,http://www.zemst.be,Cyriel Buyssestraat 5,info@incovo.be,02 251 74 05,VILVOORDE,http://www.incovo.be/,B-1800,02 255 94 70,http://www.incovo.be,INCOVO
ELEWIJT,"De Griet, 1",gemeente@zemst.be,015 62 71 77,,ZEMST,1980,015 62 71 71,http://www.zemst.be,Cyriel Buyssestraat 5,info@incovo.be,02 251 74 05,VILVOORDE,http://www.incovo.be/,B-1800,02 255 94 70,http://www.incovo.be,INCOVO
ANTWERPEN,"Grote Markt, 1",info@stad.antwerpen.be,,,ANTWERPEN,2000,03 221 13 33,http://www.antwerpen.be,Grote Markt 1,info@stad.antwerpen.be,,ANTWERPEN,http://www.antwerpen.be/eCache/ABE/80/35/043.html,B-2000,03 22 11 333,http://www.antwerpen.be,STAD ANTWERPEN
ANTWERPEN,"Grote Markt, 1",info@stad.antwerpen.be,,,ANTWERPEN,2000,03 221 13 33,http://www.antwerpen.be,Grote Markt 1,info@stad.antwerpen.be,,ANTWERPEN,http://www.antwerpen.be/eCache/ABE/80/35/043.html,B-2000,03 22 11 333,http://www.antwerpen.be,STAD ANTWERPEN
ANTWERPEN,"Grote Markt, 1",info@stad.antwerpen.be,,,ANTWERPEN,2000,03 221 13 33,http://www.antwerpen.be,Grote Markt 1,info@stad.antwerpen.be,,ANTWERPEN,http://www.antwerpen.be/eCache/ABE/80/35/043.html,B-2000,03 22 11 333,http://www.antwerpen.be,STAD ANTWERPEN
ANTWERPEN,"Grote Markt, 1",info@stad.antwerpen.be,,,ANTWERPEN,2000,03 221 13 33,http://www.antwerpen.be,Grote Markt 1,info@stad.antwerpen.be,,ANTWERPEN,http://www.antwerpen.be/eCache/ABE/80/35/043.html,B-2000,03 22 11 333,http://www.antwerpen.be,STAD ANTWERPEN
BERENDRECHT-ZANDVLIET-LILLO,"Grote Markt, 1",info@stad.antwerpen.be,,,ANTWERPEN,2000,03 221 13 33,http://www.antwerpen.be,Grote Markt 1,info@stad.antwerpen.be,,ANTWERPEN,http://www.antwerpen.be/eCache/ABE/80/35/043.html,B-2000,03 22 11 333,http://www.antwerpen.be,STAD ANTWERPEN
ANTWERPEN,"Grote Markt, 1",info@stad.antwerpen.be,,,ANTWERPEN,2000,03 221 13 33,http://www.antwerpen.be,Grote Markt 1,info@stad.antwerpen.be,,ANTWERPEN,http://www.antwerpen.be/eCache/ABE/80/35/043.html,B-2000,03 22 11 333,http://www.antwerpen.be,STAD ANTWERPEN
ANTWERPEN,"Grote Markt, 1",info@stad.antwerpen.be,,,ANTWERPEN,2000,03 221 13 33,http://www.antwerpen.be,Grote Markt 1,info@stad.antwerpen.be,,ANTWERPEN,http://www.antwerpen.be/eCache/ABE/80/35/043.html,B-2000,03 22 11 333,http://www.antwerpen.be,STAD ANTWERPEN
ZWIJNDRECHT / BURCHT,Binnenplein 1,,03 250 48 09,,ZWIJNDRECHT / BURCHT,2070,03 250 48 00,http://www.zwijndrecht.be,Schaarbeekstraat 30,info@ibogem.be,03 253 01 15,MELSELE,http://www.ibogem.be/huisvuilophaling/ophaalkalender.html,B-9120,03 253 16 64,http://www.ibogem.be,IBOGEM
DEURNE,"Grote Markt, 1",info@stad.antwerpen.be,,,ANTWERPEN,2000,03 221 13 33,http://www.antwerpen.be,Grote Markt 1,info@stad.antwerpen.be,,ANTWERPEN,http://www.antwerpen.be/eCache/ABE/80/35/043.html,B-2000,03 22 11 333,http://www.antwerpen.be,STAD ANTWERPEN
WIJNEGEM,"Turnhoutsebaan, 422",gemeente@wijnegem.be,03 288 21 29,,WIJNEGEM,2110,03 288 21 10,http://www.wijnegem.be,Doornaardstraat 60,info@igean.be,03 353 34 10,WOMMELGEM,http://milieuenveiligheid.igean.be/ophaalkalenders/3469/default.aspx?id=3,B-2160,03 350 08 11,http://www.igean.be,IGEAN
BORGERHOUT,"Grote Markt, 1",info@stad.antwerpen.be,,,ANTWERPEN,2000,03 221 13 33,http://www.antwerpen.be,Grote Markt 1,info@stad.antwerpen.be,,ANTWERPEN,http://www.antwerpen.be/eCache/ABE/80/35/043.html,B-2000,03 22 11 333,http://www.antwerpen.be,STAD ANTWERPEN
BORSBEEK (ANTWERPEN.),"de Robianostraat, 64",secretariaat@borsbeek.be,03 320 94 12,,BORSBEEK (ANTWERPEN.),2150,03 320 94 00,http://www.borsbeek.be,Doornaardstraat 60,info@igean.be,03 353 34 10,WOMMELGEM,http://milieuenveiligheid.igean.be/ophaalkalenders/3469/default.aspx?id=3,B-2160,03 350 08 11,http://www.igean.be,IGEAN
WOMMELGEM,"Kaakstraat, 2",info@wommelgem.be,03 353 40 26,,WOMMELGEM,2160,03 355 12 50,http://www.wommelgem.be,Doornaardstraat 60,info@igean.be,03 353 34 10,WOMMELGEM,http://milieuenveiligheid.igean.be/ophaalkalenders/3469/default.aspx?id=3,B-2160,03 350 08 11,http://www.igean.be,IGEAN
MERKSEM,"Grote Markt, 1",info@stad.antwerpen.be,,,ANTWERPEN,2000,03 221 13 33,http://www.antwerpen.be,Grote Markt 1,info@stad.antwerpen.be,,ANTWERPEN,http://www.antwerpen.be/eCache/ABE/80/35/043.html,B-2000,03 22 11 333,http://www.antwerpen.be,STAD ANTWERPEN
EKEREN,"Grote Markt, 1",info@stad.antwerpen.be,,,ANTWERPEN,2000,03 221 13 33,http://www.antwerpen.be,Grote Markt 1,info@stad.antwerpen.be,,ANTWERPEN,http://www.antwerpen.be/eCache/ABE/80/35/043.html,B-2000,03 22 11 333,http://www.antwerpen.be,STAD ANTWERPEN
HERENTALS,"Augustijnenlaan, 30",info-gemherentals@cipal.be,014 21 78 28,,HERENTALS,2200,014 28 50 50,http://www.herentals.be,Antwerpseweg 1,info@iok.be,014 58 97 22,GEEL,http://www.iok.be/ophaalkalender/default.aspx,B-2440,014 58 09 91,http://www.iok.be,IOK
HEIST-OP-DEN-BERG,"Kerkplein, 17",info@heist-op-den-berg.be,015 25 09 96,,HEIST-OP-DEN-BERG,2220,015 22 86 50,http://www.heist-op-den-berg.be,Antwerpseweg 1,info@iok.be,014 58 97 22,GEEL,http://www.iok.be/ophaalkalender/default.aspx,B-2440,014 58 09 91,http://www.iok.be,IOK
BOOISCHOT,"Kerkplein, 17",info@heist-op-den-berg.be,015 25 09 96,,HEIST-OP-DEN-BERG,2220,015 22 86 50,http://www.heist-op-den-berg.be,Antwerpseweg 1,info@iok.be,014 58 97 22,GEEL,http://www.iok.be/ophaalkalender/default.aspx,B-2440,014 58 09 91,http://www.iok.be,IOK
ITEGEM,"Kerkplein, 17",info@heist-op-den-berg.be,015 25 09 96,,HEIST-OP-DEN-BERG,2220,015 22 86 50,http://www.heist-op-den-berg.be,Antwerpseweg 1,info@iok.be,014 58 97 22,GEEL,http://www.iok.be/ophaalkalender/default.aspx,B-2440,014 58 09 91,http://www.iok.be,IOK
SCHRIEK,"Kerkplein, 17",info@heist-op-den-berg.be,015 25 09 96,,HEIST-OP-DEN-BERG,2220,015 22 86 50,http://www.heist-op-den-berg.be,Antwerpseweg 1,info@iok.be,014 58 97 22,GEEL,http://www.iok.be/ophaalkalender/default.aspx,B-2440,014 58 09 91,http://www.iok.be,IOK
HERSELT,"Kerkstraat, 1",secretariaat@herselt.be,014 54 21 40,,HERSELT,2230,014 53 98 00,http://www.herselt.be,Antwerpseweg 1,info@iok.be,014 58 97 22,GEEL,http://www.iok.be/ophaalkalender/default.aspx,B-2440,014 58 09 91,http://www.iok.be,IOK
HULSHOUT,"Prof. Dr. Vital Celenplein, 2",,015 22 40 14,,HULSHOUT,2235,015 22 40 11,http://www.hulshout.be,Antwerpseweg 1,info@iok.be,014 58 97 22,GEEL,http://www.iok.be/ophaalkalender/default.aspx,B-2440,014 58 09 91,http://www.iok.be,IOK
ZANDHOVEN,"Liersebaan, 12",gemeentebestuur.zandhoven@skynet.be,03 484 62 55,,ZANDHOVEN,2240,03 484 30 20,http://www2.cipal.be/zandhoven,Doornaardstraat 60,info@igean.be,03 353 34 10,WOMMELGEM,http://milieuenveiligheid.igean.be/ophaalkalenders/3469/default.aspx?id=3,B-2160,03 350 08 11,http://www.igean.be,IGEAN
PULDERBOS,"Liersebaan, 12",gemeentebestuur.zandhoven@skynet.be,03 484 62 55,,ZANDHOVEN,2240,03 484 30 20,http://www2.cipal.be/zandhoven,Doornaardstraat 60,info@igean.be,03 353 34 10,WOMMELGEM,http://milieuenveiligheid.igean.be/ophaalkalenders/3469/default.aspx?id=3,B-2160,03 350 08 11,http://www.igean.be,IGEAN
PULLE,"Liersebaan, 12",gemeentebestuur.zandhoven@skynet.be,03 484 62 55,,ZANDHOVEN,2240,03 484 30 20,http://www2.cipal.be/zandhoven,Doornaardstraat 60,info@igean.be,03 353 34 10,WOMMELGEM,http://milieuenveiligheid.igean.be/ophaalkalenders/3469/default.aspx?id=3,B-2160,03 350 08 11,http://www.igean.be,IGEAN
OLEN,"Dorp, 1",infodienst@olen.be,014 26 31 20,,OLEN,2250,014 26 31 11,http://www.olen.be,Antwerpseweg 1,info@iok.be,014 58 97 22,GEEL,http://www.iok.be/ophaalkalender/default.aspx,B-2440,014 58 09 91,http://www.iok.be,IOK
WESTERLO,"Boerenkrijglaan, 61",secretariaat_gemwesterlo@cipal.be,014 54 11 54,,WESTERLO,2260,014 54 75 75,http://www.westerlo.be,Antwerpseweg 1,info@iok.be,014 58 97 22,GEEL,http://www.iok.be/ophaalkalender/default.aspx,B-2440,014 58 09 91,http://www.iok.be,IOK
HERENTHOUT,"Bouwelse Steenweg, 8",,014 50 78 30,,HERENTHOUT,2270,014 50 21 21,http://,Antwerpseweg 1,info@iok.be,014 58 97 22,GEEL,http://www.iok.be/ophaalkalender/default.aspx,B-2440,014 58 09 91,http://www.iok.be,IOK
LILLE,"Rechtestraat, 44",,014 88 20 50,,LILLE,2275,014 88 20 10,http://www.lille.be,Antwerpseweg 1,info@iok.be,014 58 97 22,GEEL,http://www.iok.be/ophaalkalender/default.aspx,B-2440,014 58 09 91,http://www.iok.be,IOK
GROBBENDONK,"Boudewijnstraat, 4",,014 50 16 18,,GROBBENDONK,2280,014 51 10 20,http://www.grobbendonk.be,Antwerpseweg 1,info@iok.be,014 58 97 22,GEEL,http://www.iok.be/ophaalkalender/default.aspx,B-2440,014 58 09 91,http://www.iok.be,IOK
BOUWEL,"Boudewijnstraat, 4",,014 50 16 18,,GROBBENDONK,2280,014 51 10 20,http://www.grobbendonk.be,Antwerpseweg 1,info@iok.be,014 58 97 22,GEEL,http://www.iok.be/ophaalkalender/default.aspx,B-2440,014 58 09 91,http://www.iok.be,IOK
VORSELAAR,"Markt, 14",info@vorselaar.be,014 51 10 05,,VORSELAAR,2290,014 50 11 01,http://www.vorselaar.be,Antwerpseweg 1,info@iok.be,014 58 97 22,GEEL,http://www.iok.be/ophaalkalender/default.aspx,B-2440,014 58 09 91,http://www.iok.be,IOK
TURNHOUT,"Grote Markt, 1",stad@turnhout.be,014 43 92 75,,TURNHOUT,2300,014 44 33 11,http://www.turnhout.be,Antwerpseweg 1,info@iok.be,014 58 97 22,GEEL,http://www.iok.be/ophaalkalender/default.aspx,B-2440,014 58 09 91,http://www.iok.be,IOK
RIJKEVORSEL,"Molenstraat, 5",gemeentebestuur@rijkevorsel.be,03 340 00 70,,RIJKEVORSEL,2310,03 340 00 00,http://www.rijkevorsel.be,Antwerpseweg 1,info@iok.be,014 58 97 22,GEEL,http://www.iok.be/ophaalkalender/default.aspx,B-2440,014 58 09 91,http://www.iok.be,IOK
HOOGSTRATEN,"Vrijheid, 149",,03 340 19 66,,HOOGSTRATEN,2320,03 340 19 11,http://www.hoogstraten.be,Antwerpseweg 1,info@iok.be,014 58 97 22,GEEL,http://www.iok.be/ophaalkalender/default.aspx,B-2440,014 58 09 91,http://www.iok.be,IOK
MEER,"Vrijheid, 149",,03 340 19 66,,HOOGSTRATEN,2320,03 340 19 11,http://www.hoogstraten.be,Antwerpseweg 1,info@iok.be,014 58 97 22,GEEL,http://www.iok.be/ophaalkalender/default.aspx,B-2440,014 58 09 91,http://www.iok.be,IOK
MINDERHOT,"Vrijheid, 149",,03 340 19 66,,HOOGSTRATEN,2320,03 340 19 11,http://www.hoogstraten.be,Antwerpseweg 1,info@iok.be,014 58 97 22,GEEL,http://www.iok.be/ophaalkalender/default.aspx,B-2440,014 58 09 91,http://www.iok.be,IOK
WORTEL,"Vrijheid, 149",,03 340 19 66,,HOOGSTRATEN,2320,03 340 19 11,http://www.hoogstraten.be,Antwerpseweg 1,info@iok.be,014 58 97 22,GEEL,http://www.iok.be/ophaalkalender/default.aspx,B-2440,014 58 09 91,http://www.iok.be,IOK
MEERLE,"Vrijheid, 149",,03 340 19 66,,HOOGSTRATEN,2320,03 340 19 11,http://www.hoogstraten.be,Antwerpseweg 1,info@iok.be,014 58 97 22,GEEL,http://www.iok.be/ophaalkalender/default.aspx,B-2440,014 58 09 91,http://www.iok.be,IOK
